cve_id,published_date,last_modified_date,description,cvss_score
CVE-1999-0941,1998-07-28T04:00:00.000,2016-10-18T01:59:55.663,Mutt mail client allows a remote attacker to execute commands via shell metacharacters.,7.5
CVE-1999-1447,1998-07-28T04:00:00.000,2021-07-22T13:53:45.333,Internet Explorer 4.0 allows remote attackers to cause a denial of service (crash) via HTML code that contains a long CLASSID parameter in an OBJECT tag.,5.0
CVE-1999-1406,1998-07-29T04:00:00.000,2016-10-18T02:04:08.613,"dumpreg in Red Hat Linux 5.1 opens /dev/mem with O_RDWR access, which allows local users to cause a denial of service (crash) by redirecting fd 1 (stdout) to the kernel.",2.1
CVE-1999-1448,1998-07-29T04:00:00.000,2016-10-18T02:04:43.180,"Eudora and Eudora Light before 3.05 allows remote attackers to cause a crash and corrupt the user's mailbox via an e-mail message with certain dates, such as (1) dates before 1970, which cause a Divide By Zero error, or (2) dates that are 100 years after the current date, which causes a segmentation fault.",5.0
CVE-1999-1136,1998-07-30T04:00:00.000,2024-02-14T01:17:43.863,"Vulnerability in Predictive on HP-UX 11.0 and earlier, and MPE/iX 5.5 and earlier, allows attackers to compromise data transfer for Predictive messages (using e-mail or modem) between customer and Response Center Predictive systems.",4.6
CVE-1999-0269,1998-08-01T04:00:00.000,2022-08-17T07:15:15.493,Netscape Enterprise servers may list files through the PageServices query.,5.0
CVE-1999-0288,1998-08-01T04:00:00.000,2018-05-03T01:29:02.833,"The WINS server in Microsoft Windows NT 4.0 before SP4 allows remote attackers to cause a denial of service (process termination) via invalid UDP frames to port 137 (NETBIOS Name Service), as demonstrated via a flood of random packets.",5.0
CVE-1999-0333,1998-08-01T04:00:00.000,2022-08-17T08:15:09.807,"HP OpenView Omniback allows remote execution of commands as root via spoofing, and local users can gain root access via a symlink attack.",7.5
CVE-1999-0339,1998-08-01T04:00:00.000,2022-08-17T08:15:10.097,"Buffer overflow in the libauth library in Solaris allows local users to gain additional privileges, possibly root access.",7.2
CVE-1999-0344,1998-08-01T04:00:00.000,2023-11-07T01:54:57.143,NT users can gain debug-level access on a system process using the Sechole exploit.,7.2
CVE-1999-0516,1998-08-01T04:00:00.000,2022-08-17T08:15:13.660,An SNMP community name is guessable.,7.5
CVE-1999-0062,1998-08-03T04:00:00.000,2008-09-09T12:33:39.447,The chpass command in OpenBSD allows a local user to gain root access through file descriptor leakage.,7.2
CVE-1999-0262,1998-08-04T04:00:00.000,2018-05-03T01:29:02.507,Hylafax faxsurvey CGI script on Linux allows remote attackers to execute arbitrary commands via shell metacharacters in the query string.,7.5
CVE-1999-1199,1998-08-07T04:00:00.000,2023-11-07T01:55:07.463,"Apache WWW server 1.3.1 and earlier allows remote attackers to cause a denial of service (resource exhaustion) via a large number of MIME headers with the same name, aka the ""sioux"" vulnerability.",10.0
CVE-1999-0159,1998-08-12T04:00:00.000,2022-08-17T07:15:12.597,"Attackers can crash a Cisco IOS router or device, provided they can get to an interactive prompt (such as a login).  This applies to some IOS 9.x, 10.x, and 11.x releases.",5.0
CVE-1999-1283,1998-08-14T04:00:00.000,2017-12-19T02:29:07.127,Opera 3.2.1 allows remote attackers to cause a denial of service (application crash) via a URL that contains an extra / in the http:// tag.,5.0
CVE-1999-0157,1998-08-18T04:00:00.000,2018-10-30T16:25:31.607,Cisco PIX firewall and CBAC IP fragmentation attack results in a denial of service.,5.0
CVE-1999-1416,1998-08-23T04:00:00.000,2008-09-10T19:01:54.383,AnswerBook2 (AB2) web server dwhttpd 3.1a4 allows remote attackers to cause a denial of service (resource exhaustion) via an HTTP POST request with a large content-length.,5.0
CVE-1999-1417,1998-08-23T04:00:00.000,2008-09-10T19:01:54.447,"Format string vulnerability in AnswerBook2 (AB2) web server dwhttpd 3.1a4 allows remote attackers to cause a denial of service and possibly execute arbitrary commands via encoded % characters in an HTTP request, which is improperly logged.",7.5
CVE-1999-1041,1998-08-27T04:00:00.000,2016-10-18T02:00:35.640,Buffer overflow in mscreen on SCO OpenServer 5.0 and SCO UNIX 3.2v4 allows a local user to gain root access via (1) a long TERM environmental variable and (2) a long entry in the .mscreenrc file.,7.2
CVE-1999-0065,1998-08-31T04:00:00.000,2018-10-30T16:26:22.357,Multiple buffer overflows in how dtmail handles attachments allows a remote attacker to execute commands.,7.5
CVE-1999-0158,1998-08-31T04:00:00.000,2018-10-30T16:25:31.607,Cisco PIX firewall manager (PFM) on Windows NT allows attackers to connect to port 8080 on the PFM server and retrieve any file whose name and location is known.,5.0
CVE-1999-0162,1998-09-01T04:00:00.000,2022-08-17T10:15:11.067,"The ""established"" keyword in some Cisco IOS software allowed an attacker to bypass filtering.",5.0
CVE-1999-0302,1998-09-01T04:00:00.000,2018-10-30T16:26:22.357,SunOS/Solaris FTP clients can be forced to execute arbitrary commands from a malicious FTP server.,7.5
CVE-1999-0310,1998-09-01T04:00:00.000,2022-08-17T08:15:09.387,SSH 1.2.25 on HP-UX allows access to new user accounts.,7.5
CVE-1999-0792,1998-09-01T04:00:00.000,2008-09-09T12:35:39.493,ROUTERmate has a default SNMP community name which allows remote attackers to modify its configuration.,5.0
CVE-1999-1292,1998-09-01T04:00:00.000,2017-12-19T02:29:07.533,Buffer overflow in web administration feature of Kolban Webcam32 4.8.3 and earlier allows remote attackers to execute arbitrary commands via a long URL.,7.5
CVE-1999-0779,1998-09-03T04:00:00.000,2008-09-09T12:35:38.290,Denial of service in HP-UX SharedX recserv program.,5.0
CVE-1999-0930,1998-09-03T04:00:00.000,2018-05-03T01:29:04.160,wwwboard allows a remote attacker to delete message board articles via a malformed argument.,5.0
CVE-1999-0871,1998-09-04T04:00:00.000,2021-07-22T13:53:58.380,"Internet Explorer 4.0 and 4.01 allow a remote attacker to read files via IE's cross frame security, aka the ""Cross Frame Navigate"" vulnerability.",2.6
CVE-1999-1048,1998-09-05T04:00:00.000,2017-10-10T01:29:01.717,"Buffer overflow in bash 2.0.0, 1.4.17, and other versions allows local attackers to gain privileges by creating an extremely large directory name, which is inserted into the password prompt via the \w option in the PS1 environmental variable when another user changes into that directory.",4.6
CVE-1999-0056,1998-09-09T04:00:00.000,2018-10-30T16:26:22.357,Buffer overflow in Sun's ping program can give root access to local users.,7.2
CVE-1999-0897,1998-09-09T04:00:00.000,2016-10-18T01:59:51.930,iChat ROOMS Webserver allows remote attackers to read arbitrary files via a .. (dot dot) attack.,5.0
CVE-1999-1020,1998-09-18T04:00:00.000,2017-12-19T02:29:01.017,"The installation of Novell Netware NDS 5.99 provides an unauthenticated client with Read access for the tree, which allows remote attackers to access sensitive information such as users, groups, and readable objects via CX.EXE and NLIST.EXE.",7.5
CVE-1999-1265,1998-09-22T04:00:00.000,2018-05-03T01:29:05.287,"SMTP server in SLmail 3.1 and earlier allows remote attackers to cause a denial of service via malformed commands whose arguments begin with a ""("" (parenthesis) character, such as (1) SEND, (2) VRFY, (3) EXPN, (4) MAIL FROM, (5) RCPT TO.",5.0
CVE-1999-1054,1998-09-25T04:00:00.000,2016-10-18T02:00:44.140,"The default configuration of FLEXlm license manager 6.0d, and possibly other versions, allows remote attackers to shut down the server via the lmdown command.",5.0
CVE-1999-1228,1998-09-27T04:00:00.000,2017-12-19T02:29:04.220,"Various modems that do not implement a guard time, or are configured with a guard time of 0, can allow remote attackers to execute arbitrary modem commands such as ATH, ATH0, etc., via a ""+++"" sequence that appears in ICMP packets, the subject of an e-mail message, IRC commands, and others.",7.5
CVE-1999-0969,1998-09-29T04:00:00.000,2023-11-07T01:55:05.307,"The Windows NT RPC service allows remote attackers to conduct a denial of service using spoofed malformed RPC packets which generate an error message that is sent to the spoofed host, potentially setting up a loop, aka Snork.",5.0
CVE-1999-1181,1998-09-29T04:00:00.000,2008-09-05T20:18:54.807,Vulnerability in On-Line Customer Registration software for IRIX 6.2 through 6.4 allows local users to gain root privileges.,7.2
CVE-1999-0186,1998-10-01T04:00:00.000,2008-09-09T12:33:55.227,"In Solaris, an SNMP subagent has a default community string that allows remote attackers to execute arbitrary commands as root, or modify system parameters.",10.0
CVE-1999-0505,1998-10-01T04:00:00.000,2022-08-17T10:15:12.653,A Windows NT domain user or administrator account has a guessable password.,7.2
CVE-1999-0506,1998-10-01T04:00:00.000,2022-08-17T10:15:12.703,"A Windows NT domain user or administrator account has a default, null, blank, or missing password.",7.2
CVE-1999-0546,1998-10-01T04:00:00.000,2022-08-17T10:15:13.253,The Windows NT guest account is enabled.,4.6
CVE-1999-0870,1998-10-01T04:00:00.000,2021-07-22T13:54:11.037,"Internet Explorer 4.01 allows remote attackers to read arbitrary files by pasting a file name into the file upload control, aka untrusted scripted paste.",2.6
CVE-1999-0343,1998-10-02T04:00:00.000,2022-08-17T08:15:10.317,A malicious Palace server can force a client to execute arbitrary programs.,5.1
CVE-1999-1403,1998-10-02T04:00:00.000,2008-09-10T19:01:52.743,"IBM/Tivoli OPC Tracker Agent version 2 release 1 creates files, directories, and IPC message queues with insecure permissions (world-readable and world-writable), which could allow local users to disrupt operations and possibly gain privileges by modifying or deleting files.",7.2
CVE-1999-1404,1998-10-02T04:00:00.000,2008-09-10T19:01:52.853,"IBM/Tivoli OPC Tracker Agent version 2 release 1 allows remote attackers to cause a denial of service (resource exhaustion) via malformed data to the localtracker client port (5011), which prevents the connection from being closed properly.",5.0
CVE-1999-1291,1998-10-05T04:00:00.000,2017-12-19T02:29:07.470,"TCP/IP implementation in Microsoft Windows 95, Windows NT 4.0, and possibly others, allows remote attackers to reset connections by forcing a reset (RST) via a PSH ACK or other means, obtaining the target's last sequence number from the resulting packet, then spoofing a reset to the target.",5.0
CVE-1999-1185,1998-10-06T04:00:00.000,2017-07-11T01:29:00.930,Buffer overflow in SCO mscreen allows local users to gain root privileges via a long terminal entry (TERM) in the .mscreenrc file.,7.2
CVE-1999-1381,1998-10-08T04:00:00.000,2016-10-18T02:03:49.577,Buffer overflow in dbadmin CGI program 1.0.1 on Linux allows remote attackers to execute arbitrary commands.,7.5
CVE-1999-0002,1998-10-12T04:00:00.000,2009-01-26T05:00:00.000,"Buffer overflow in NFS mountd gives root access to remote attackers, mostly in Linux systems.",10.0
CVE-1999-0053,1998-10-13T04:00:00.000,2008-09-05T20:16:20.580,TCP RST denial of service in FreeBSD.,5.0
CVE-1999-0088,1998-10-26T05:00:00.000,2023-11-07T01:54:54.867,IRIX and AIX automountd services (autofsd) allow remote users to execute root commands.,10.0
CVE-1999-0215,1998-10-26T05:00:00.000,2008-09-09T12:34:01.633,Routed allows attackers to append data to files.,6.4
CVE-1999-0118,1998-11-01T05:00:00.000,2016-10-18T01:59:01.967,AIX infod allows local users to gain root access through an X display.,7.2
CVE-1999-0254,1998-11-02T05:00:00.000,2022-08-17T07:15:15.023,A hidden SNMP community string in HP OpenView allows remote attackers to modify MIB tables and obtain sensitive information.,10.0
CVE-1999-1459,1998-11-02T05:00:00.000,2017-12-19T02:29:08.050,BMC PATROL Agent before 3.2.07 allows local users to gain root privileges via a symlink attack on a temporary file.,7.2
CVE-1999-0052,1998-11-04T05:00:00.000,2018-05-03T01:29:01.350,IP fragmentation denial of service in FreeBSD allows a remote attacker to cause a crash.,5.0
CVE-1999-1284,1998-11-05T05:00:00.000,2024-02-14T01:17:43.863,"NukeNabber allows remote attackers to cause a denial of service by connecting to the NukeNabber port (1080) without sending any data, which causes the CPU usage to rise to 100% from the report.exe program that is executed upon the connection.",5.0
CVE-1999-1321,1998-11-05T05:00:00.000,2008-09-05T20:19:14.820,Buffer overflow in ssh 1.2.26 client with Kerberos V enabled could allow remote attackers to cause a denial of service or execute arbitrary commands via a long DNS hostname that is not properly handled during TGT ticket passing.,7.5
CVE-1999-1153,1998-11-09T05:00:00.000,2017-12-19T02:29:02.910,HAMcards Postcard CGI script 1.0 allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,7.5
CVE-1999-1154,1998-11-09T05:00:00.000,2017-12-19T02:29:02.987,LakeWeb Filemail CGI script allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,7.5
CVE-1999-1155,1998-11-09T05:00:00.000,2017-12-19T02:29:03.050,LakeWeb Mail List CGI script allows remote attackers to execute arbitrary commands via shell metacharacters in the recipient email address.,7.5
CVE-1999-1289,1998-11-11T05:00:00.000,2017-12-19T02:29:07.410,"ICQ 98 beta on Windows NT leaks the internal IP address of a client in the TCP data segment of an ICQ packet instead of the public address (e.g. through NAT), which provides remote attackers with potentially sensitive information about the client or the internal network configuration.",7.5
CVE-1999-1025,1998-11-12T05:00:00.000,2018-10-30T16:25:26.310,"CDE screen lock program (screenlock) on Solaris 2.6 does not properly lock an unprivileged user's console session when the host is an NIS+ client, which allows others with physical access to login with any string.",4.6
CVE-1999-1322,1998-11-12T05:00:00.000,2021-04-09T16:57:21.330,"The installation of 1ArcServe Backup and Inoculan AV client modules for Exchange create a log file, exchverify.log, which contains usernames and passwords in plaintext.",4.6
CVE-1999-0057,1998-11-16T05:00:00.000,2008-09-09T12:33:39.103,Vacation program allows command execution by remote users through a sendmail command.,7.5
CVE-1999-0780,1998-11-18T05:00:00.000,2016-10-18T01:59:36.910,KDE klock allows local users to kill arbitrary processes by specifying an arbitrary PID in the .kss.pid file.,4.6
CVE-1999-0781,1998-11-18T05:00:00.000,2016-10-18T01:59:38.177,KDE allows local users to execute arbitrary commands by setting the KDEDIR environmental variable to modify the search path that KDE uses to locate its executables.,7.2
CVE-1999-0782,1998-11-18T05:00:00.000,2016-10-18T01:59:39.333,KDE kppp allows local users to create a directory in an arbitrary location via the HOME environmental variable.,2.1
CVE-1999-1107,1998-11-18T05:00:00.000,2017-12-19T02:29:02.173,Buffer overflow in kppp in KDE allows local users to gain root access via a long PATH environmental variable.,7.2
CVE-1999-1108,1998-11-18T05:00:00.000,2023-11-07T01:55:06.680,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-1107.  Reason: This candidate is a duplicate of CVE-1999-1107.  Notes: All CVE users should reference CVE-1999-1107 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage,
CVE-1999-1288,1998-11-19T05:00:00.000,2017-10-10T01:29:05.217,"Samba 1.9.18 inadvertently includes a prototype application, wsmbconf, which is installed with incorrect permissions including the setgid bit, which allows local users to read and write files and possibly gain privileges via bugs in the program.",4.6
CVE-1999-1411,1998-11-26T05:00:00.000,2016-10-18T02:04:14.630,"The installation of the fsp package 2.71-10 in Debian GNU/Linux 2.0 adds the anonymous FTP user without notifying the administrator, which could automatically enable anonymous FTP on some servers such as wu-ftp.",7.5
CVE-1999-1071,1998-11-30T05:00:00.000,2017-12-19T02:29:01.753,"Excite for Web Servers (EWS) 1.1 installs the Architext.conf authentication file with world-writeable permissions, which allows local users to gain access to Excite accounts by modifying the file.",7.2
CVE-1999-1072,1998-11-30T05:00:00.000,2016-10-18T02:00:58.440,Excite for Web Servers (EWS) 1.1 allows local users to gain privileges by obtaining the encrypted password from the world-readable Architext.conf authentication file and replaying the encrypted password in an HTTP request to AT-generated.cgi or AT-admin.cgi.,7.2
CVE-1999-1073,1998-11-30T05:00:00.000,2016-10-18T02:00:59.613,"Excite for Web Servers (EWS) 1.1 records the first two characters of a plaintext password in the beginning of the encrypted password, which makes it easier for an attacker to guess passwords via a brute force or dictionary attack.",7.2
CVE-1999-0321,1998-12-01T05:00:00.000,2022-08-17T08:15:09.703,Buffer overflow in Solaris kcms_configure command allows local users to gain root access.,7.2
CVE-1999-0332,1998-12-01T05:00:00.000,2023-11-07T01:54:56.987,Buffer overflow in NetMeeting allows denial of service and remote command execution.,7.5
CVE-1999-0342,1998-12-01T05:00:00.000,2022-08-17T08:15:10.257,Linux PAM modules allow local users to gain root access using temporary files.,6.2
CVE-1999-0385,1998-12-01T05:00:00.000,2020-04-02T13:28:21.187,The LDAP bind function in Exchange 5.5 has a buffer overflow that allows a remote attacker to conduct a denial of service or execute commands.,10.0
CVE-1999-0463,1998-12-01T05:00:00.000,2008-09-09T12:34:36.680,Remote attackers can perform a denial of service using IRIX fcagent.,5.0
CVE-1999-0478,1998-12-01T05:00:00.000,2008-09-09T12:34:37.710,Denial of service in HP-UX sendmail 8.8.6 related to accepting connections.,5.0
CVE-1999-0869,1998-12-01T05:00:00.000,2021-07-22T13:53:58.380,"Internet Explorer 3.x to 4.01 allows a remote attacker to insert malicious content into a frame of another web site, aka frame spoofing.",2.6
CVE-1999-0836,1998-12-02T05:00:00.000,2023-11-07T01:55:03.137,UnixWare uidadmin allows local users to modify arbitrary files via a symlink attack.,10.0
CVE-1999-0936,1998-12-03T05:00:00.000,2022-08-17T10:15:15.517,BNBSurvey survey.cgi program allows remote attackers to execute commands via shell metacharacters.,10.0
CVE-1999-0937,1998-12-03T05:00:00.000,2022-08-17T10:15:15.563,BNBForm allows remote attackers to read arbitrary files via the automessage hidden form variable.,10.0
CVE-1999-1280,1998-12-03T05:00:00.000,2017-12-19T02:29:06.940,"Hummingbird Exceed 6.0.1.0 inadvertently includes a DLL that was meant for development and testing, which logs user names and passwords in cleartext in the test.log file.",7.5
CVE-1999-0798,1998-12-04T05:00:00.000,2016-10-18T01:59:43.317,"Buffer overflow in bootpd on OpenBSD, FreeBSD, and Linux systems via a malformed header type.",10.0
CVE-1999-1147,1998-12-04T05:00:00.000,2018-05-03T01:29:04.910,"Buffer overflow in Platinum Policy Compliance Manager (PCM) 7.0 allows remote attackers to execute arbitrary commands via a long string to the Agent port (1827), which is handled by smaxagent.exe.",7.5
CVE-1999-1276,1998-12-07T05:00:00.000,2017-10-10T01:29:05.047,"fte-console in the fte package before 0.46b-4.1 does not drop root privileges, which allows local users to gain root access via the virtual console device.",7.2
CVE-1999-1282,1998-12-10T05:00:00.000,2017-12-19T02:29:07.067,"RealSystem G2 server stores the administrator password in cleartext in a world-readable configuration file, which allows local users to gain privileges.",4.6
CVE-1999-0139,1998-12-12T05:00:00.000,2018-10-30T16:25:26.310,Buffer overflow in Solaris x86 mkcookie allows local users to obtain root access.,7.2
CVE-1999-0188,1998-12-17T05:00:00.000,2018-10-30T16:26:22.357,The passwd command in Solaris can be subjected to a denial of service.,7.2
CVE-1999-1173,1998-12-18T05:00:00.000,2016-10-18T02:01:57.123,"Corel Word Perfect 8 for Linux creates a temporary working directory with world-writable permissions, which allows local users to (1) modify Word Perfect behavior by modifying files in the working directory, or (2) modify files of other users via a symlink attack.",2.1
CVE-1999-1277,1998-12-24T05:00:00.000,2017-12-19T02:29:06.817,"BackWeb client stores the username and password in cleartext for proxy authentication in the Communication registry key, which could allow other local users to gain privileges by reading the password.",4.6
CVE-1999-1278,1998-12-25T05:00:00.000,2017-12-19T02:29:06.877,"nlog CGI scripts do not properly filter shell metacharacters from the IP address argument, which could allow remote attackers to execute certain commands via (1) nlog-smb.pl or (2) rpc-nlog.pl.",7.5
CVE-1999-0968,1998-12-26T05:00:00.000,2017-10-10T01:29:01.437,Buffer overflow in BNC IRC proxy allows remote attackers to gain privileges.,7.5
CVE-1999-1281,1998-12-26T05:00:00.000,2017-12-19T02:29:07.003,Development version of Breeze Network Server allows remote attackers to cause the system to reboot by accessing the configbreeze CGI program.,5.0
CVE-1999-1188,1998-12-27T05:00:00.000,2019-10-07T16:38:14.390,"mysqld in MySQL 3.21 creates log files with world-readable permissions, which allows local users to obtain passwords for users who are added to the user database.",4.6
CVE-1999-1285,1998-12-27T05:00:00.000,2017-12-19T02:29:07.190,"Linux 2.1.132 and earlier allows local users to cause a denial of service (resource exhaustion) by reading a large buffer from a random device (e.g. /dev/urandom), which cannot be interrupted until the read has completed.",2.1
CVE-1999-1159,1998-12-29T05:00:00.000,2017-10-10T01:29:03.280,SSH 2.0.11 and earlier allows local users to request remote forwarding from privileged ports without being root.,4.6
CVE-1999-0020,1999-01-01T05:00:00.000,2023-11-07T01:54:53.530,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-0032.  Reason: This candidate is a duplicate of CVE-1999-0032.  Notes: All CVE users should reference CVE-1999-0032 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage,
CVE-1999-0110,1999-01-01T05:00:00.000,2023-11-07T01:54:55.093,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-0315.  Reason: This candidate's original description had a typo that delayed it from being detected as a duplicate of CVE-1999-0315.  Notes: All CVE users should reference CVE-1999-0315 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage,
CVE-1999-0187,1999-01-01T05:00:00.000,2023-11-07T01:54:55.743,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-0022.  Reason: This candidate is a duplicate of CVE-1999-0022.  Notes: All CVE users should reference CVE-1999-0022 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage,
CVE-1999-0197,1999-01-01T05:00:00.000,2022-08-17T06:15:11.420,finger 0@host on some systems may print information on some user accounts.,10.0
CVE-1999-0198,1999-01-01T05:00:00.000,2022-08-17T06:15:11.637,finger .@host on some systems may print information on some user accounts.,10.0
CVE-1999-0200,1999-01-01T05:00:00.000,2022-08-17T06:15:11.813,Windows NT FTP server (WFTP) with the guest account enabled without a password allows an attacker to log into the FTP server using any username and password.,10.0
CVE-1999-0205,1999-01-01T05:00:00.000,2022-08-17T07:15:13.827,Denial of service in Sendmail 8.6.11 and 8.6.12.,5.0
CVE-1999-0220,1999-01-01T05:00:00.000,2022-08-17T10:15:11.923,Attackers can do a denial of service of IRC by crashing the server.,10.0
CVE-1999-0226,1999-01-01T05:00:00.000,2022-08-17T07:15:14.250,"Windows NT TCP/IP processes fragmented IP packets improperly, causing a denial of service.",10.0
CVE-1999-0231,1999-01-01T05:00:00.000,2022-08-17T07:15:14.357,"Buffer overflow in IP-Switch IMail and Seattle Labs Slmail 2.6 packages using a long VRFY command, causing a denial of service and possibly remote access.",5.0
CVE-1999-0240,1999-01-01T05:00:00.000,2022-08-17T10:15:12.143,Some filters or firewalls allow fragmented SYN packets with IP reserved bits in violation of their implemented policy.,7.5
CVE-1999-0243,1999-01-01T05:00:00.000,2022-08-17T06:15:12.473,Linux cfingerd could be exploited to gain root access.,10.0
CVE-1999-0248,1999-01-01T05:00:00.000,2008-09-05T20:16:49.157,A race condition in the authentication agent mechanism of sshd 1.2.17 allows an attacker to steal another user's credentials.,10.0
CVE-1999-0255,1999-01-01T05:00:00.000,2022-08-17T07:15:15.130,Buffer overflow in ircd allows arbitrary command execution.,10.0
CVE-1999-0268,1999-01-01T05:00:00.000,2008-09-09T12:34:09.413,"MetaInfo MetaWeb web server allows users to upload, execute, and read scripts.",10.0
CVE-1999-0276,1999-01-01T05:00:00.000,2022-08-17T07:15:15.813,mSQL v2.0.1 and below allows remote execution through a buffer overflow.,7.5
CVE-1999-0283,1999-01-01T05:00:00.000,2016-10-18T01:59:08.627,The Java Web Server would allow remote users to obtain the source code for CGI programs.,10.0
CVE-1999-0285,1999-01-01T05:00:00.000,2022-08-17T10:15:12.340,"Denial of service in telnet from the Windows NT Resource Kit, by opening then immediately closing a connection.",10.0
CVE-1999-0286,1999-01-01T05:00:00.000,2022-08-17T08:15:08.813,"In some NT web servers, appending a space at the end of a URL may allow attackers to read source code for active pages.",10.0
CVE-1999-0355,1999-01-01T05:00:00.000,2022-08-17T08:15:10.477,"Local or remote users can force ControlIT 4.5 to reboot or force a user to log out, resulting in a denial of service.",5.0
CVE-1999-0361,1999-01-01T05:00:00.000,2022-08-17T08:15:10.683,"NetWare version of LaserFiche stores usernames and passwords unencrypted, and allows administrative changes without logging.",10.0
CVE-1999-0364,1999-01-01T05:00:00.000,2016-10-18T01:59:12.267,"Microsoft Access 97 stores a database password as plaintext in a foreign mdb, allowing access to data.",10.0
CVE-1999-0384,1999-01-01T05:00:00.000,2018-10-12T21:29:04.433,The Forms 2.0 ActiveX control (included with Visual Basic for Applications 5.0) can be used to read text from a user's clipboard when the user accesses documents with ActiveX content.,4.6
CVE-1999-0388,1999-01-01T05:00:00.000,2008-09-09T12:34:26.807,"DataLynx suGuard trusts the PATH environment variable to execute the ps command, allowing local users to execute commands as root.",4.6
CVE-1999-0393,1999-01-01T05:00:00.000,2016-10-18T01:59:15.110,Remote attackers can cause a denial of service in Sendmail 8.8.x and 8.9.2 by sending messages with a large number of headers.,5.0
CVE-1999-0394,1999-01-01T05:00:00.000,2022-08-17T06:15:14.310,DPEC Online Courseware allows an attacker to change another user's password without knowing the original password.,10.0
CVE-1999-0395,1999-01-01T05:00:00.000,2008-09-09T12:34:27.430,A race condition in the BackWeb Polite Agent Protocol allows an attacker to spoof a BackWeb server.,5.1
CVE-1999-0397,1999-01-01T05:00:00.000,2022-08-17T08:15:11.170,The demo version of the Quakenbush NT Password Appraiser sends passwords across the network in plaintext.,10.0
CVE-1999-0398,1999-01-01T05:00:00.000,2022-08-17T08:15:11.217,"In some instances of SSH 1.2.27 and 2.0.11 on Linux systems, SSH will allow users with expired accounts to login.",4.6
CVE-1999-0399,1999-01-01T05:00:00.000,2022-08-17T08:15:11.273,"The DCC server command in the Mirc 5.5 client doesn't filter characters from file names properly, allowing remote attackers to place a malicious file in a different location, possibly allowing the attacker to execute commands.",7.5
CVE-1999-0401,1999-01-01T05:00:00.000,2022-08-17T08:15:11.327,A race condition in Linux 2.2.1 allows local users to read arbitrary memory from /proc files.,3.7
CVE-1999-0448,1999-01-01T05:00:00.000,2022-08-17T08:15:12.403,"IIS 4.0 and Apache log HTTP request methods, regardless of how long they are, allowing a remote attacker to hide the URL they really request.",5.0
CVE-1999-0452,1999-01-01T05:00:00.000,2022-08-17T10:15:12.503,A service or application has a backdoor password that was placed there by the developer.,10.0
CVE-1999-0453,1999-01-01T05:00:00.000,2022-08-17T08:15:12.450,"An attacker can identify a CISCO device by sending a SYN packet to port 1999, which is for the Cisco Discovery Protocol (CDP).",5.0
CVE-1999-0454,1999-01-01T05:00:00.000,2022-08-17T06:15:14.527,"A remote attacker can sometimes identify the operating system of a host based on how it reacts to some IP or ICMP packets, using a tool such as nmap or queso.",10.0
CVE-1999-0465,1999-01-01T05:00:00.000,2022-08-17T08:15:12.543,Remote attackers can crash Lynx and Internet Explorer using an IMG tag with a large width parameter.,10.0
CVE-1999-0495,1999-01-01T05:00:00.000,2022-08-17T06:15:14.807,A remote attacker can gain access to a file system using ..  (dot dot) when accessing SMB shares.,10.0
CVE-1999-0497,1999-01-01T05:00:00.000,2022-08-17T08:15:13.130,Anonymous FTP is enabled.,0.0
CVE-1999-0512,1999-01-01T05:00:00.000,2022-08-17T08:15:13.460,"A mail server is explicitly configured to allow SMTP mail relay, which allows abuse by spammers.",10.0
CVE-1999-0515,1999-01-01T05:00:00.000,2022-08-17T08:15:13.617,"An unrestricted remote trust relationship for Unix systems has been set up, e.g. by using a + sign in /etc/hosts.equiv.",10.0
CVE-1999-0520,1999-01-01T05:00:00.000,2022-08-17T06:15:15.320,A system-critical NETBIOS/SMB share has inappropriate access control.,6.4
CVE-1999-0523,1999-01-01T05:00:00.000,2022-08-17T10:15:12.903,ICMP echo (ping) is allowed from arbitrary hosts.,0.0
CVE-1999-0527,1999-01-01T05:00:00.000,2022-08-17T06:15:15.757,"The permissions for system-critical data in an anonymous FTP account are inappropriate.  For example, the root directory is writeable by world, a real password file is obtainable, or executable commands such as ""ls"" can be overwritten.",10.0
CVE-1999-0528,1999-01-01T05:00:00.000,2022-08-17T06:15:16.067,A router or firewall forwards external packets that claim to come from inside the network that the router/firewall is in front of.,7.5
CVE-1999-0529,1999-01-01T05:00:00.000,2022-08-17T10:15:13.010,"A router or firewall forwards packets that claim to come from IANA reserved or private addresses, e.g. 10.x.x.x, 127.x.x.x, 217.x.x.x, etc.",7.5
CVE-1999-0530,1999-01-01T05:00:00.000,2022-08-17T06:15:16.257,"A system is operating in ""promiscuous"" mode which allows it to perform packet sniffing.",10.0
